isin,ticker,gvkeyiid,ls_weight,country,figi,bbg_ticker,exch,mtd_local,mtd_usd,contrib_local,contrib_usd,missing_px
CNE100000PM8,002415 CH Equity,29459401W,0.0002229356305923,CHN,,,,-0.08885163453478628,-0.08705855406803309,-1.9808195174169162e-05,-1.94084536496108e-05,False
CNE0000019P0,600362 CH Equity,20302402W,0.0002214522726304,CHN,,,,-0.08884297520661155,-0.08704971651645654,-1.9674478766750408e-05,-1.927735755440137e-05,False
CNE100005XJ7,688578 CH Equity,34554801W,0.0001876489817671,CHN,,,,-0.10171500404058542,-0.09994334804031879,-1.9086716938652315e-05,-1.875426749416071e-05,False
CNE1000019Y0,601336 CH Equity,31039501W,0.0004423590174283,CHN,,,,-0.0442448436460412,-0.04236271848306061,-1.9572105561531547e-05,-1.8739530523758375e-05,False
CNE100001B07,002648 CH Equity,31141001W,0.0003411876896524,CHN,,,,-0.0565308988764045,-0.05467371301844959,-1.9287646781613907e-05,-1.865399782948316e-05,False
CNE100001JT4,300339 CH Equity,31306901W,0.0004487647458236,CHN,,,,-0.043406137683162815,-0.04152269704332834,-1.947914434456875e-05,-1.863392258455959e-05,False
CNE1000015S0,002603 CH Equity,29838801W,0.0004103743693803,CHN,,,,-0.04708097928436916,-0.045207987109945114,-1.9320827183629964e-05,-1.855219920119646e-05,False
CNE1000023N5,603568 CH Equity,31977701W,0.0003539719778592,CHN,,,,-0.053941908713692976,-0.052080816341703584,-1.9093924116886318e-05,-1.843514956899456e-05,False
CNE100002177,601198 CH Equity,31928401W,0.0002632922954043,CHN,,,,-0.0717839374555792,-0.06995702005730653,-1.8900157665838158e-05,-1.8419144390532894e-05,False
CNE100001526,002594 CH Equity,25375902W,0.0003925947782055,CHN,,,,-0.04807256235827673,-0.04619869943077237,-1.887303695681772e-05,-1.813736815640664e-05,False
CNE100000601,601919 CH Equity,27324002W,0.0005205836860752,CHN,,,,-0.036470588235294144,-0.03457230263313915,-1.898599325686025e-05,-1.7997776740866925e-05,False
CNE000000WV6,600188 CH Equity,10889302W,0.0001215143140616,CHN,,,,-0.14860287891617274,-0.14692629363069998,-1.805737689907773e-05,-1.7853647788147735e-05,False
CNE000001PQ8,601872 CH Equity,28153901W,-0.0002824491189654,CHN,,,,0.05919999999999992,0.06128628816954618,-1.672098784275166e-05,-1.7310258098147935e-05,False
CNE100002JW6,002850 CH Equity,32358701W,0.0003529413932462,CHN,,,,-0.05059927634554495,-0.0487305390859335,-1.7858579090646127e-05,-1.7199024358627775e-05,False
CNE100003GF5,002938 CH Equity,32858301W,0.0004757057581442,CHN,,,,-0.037513397642015,-0.035618965862426966,-1.784533926585959e-05,-1.69441471598982e-05,False
CNE000001KB1,600482 CH Equity,27075401W,0.000727439746853,CHN,,,,-0.024345709068776533,-0.022425293326190254,-1.771003644194759e-05,-1.631304970030811e-05,False
